"fips","county","noticeBoard","website","feeds","directoryEvidence","reviewedAt","result"
"48261","Kenedy","https://www.kenedycountytx.gov/page/kenedy.PublicNoticeCalendar","https://www.kenedycountytx.gov/","https://newtools.cira.state.tx.us/page/calrss/16646/0/calendar.rss","https://www.county.org/content-library/maps/counties/kenedy-county","2026-09-11T18:49:23.169382+00:00","Reviewed"
"48263","Kent","https://www.co.kent.tx.us/page/kent.PublicNotices","https://www.co.kent.tx.us/","","https://www.county.org/content-library/maps/counties/kent-county","2026-09-11T18:49:25.153607+00:00","Reviewed"
"48265","Kerr","","","","https://www.county.org/content-library/maps/counties/kerr-county","2026-09-11T18:49:29.559625+00:00","URLError: <urlopen error [Errno -2] Name or service not known>"
"48267","Kimble","","https://www.co.kimble.tx.us/","","https://www.county.org/content-library/maps/counties/kimble-county","2026-09-11T18:49:33.813273+00:00","Reviewed"
"48269","King","https://www.co.king.tx.us/page/king.Public.Notices.Calendar","https://www.co.king.tx.us/","https://newtools.cira.state.tx.us/page/calrss/64551/0/calendar.rss","https://www.county.org/content-library/maps/counties/king-county","2026-09-11T18:49:34.977226+00:00","Reviewed"
"48271","Kinney","https://www.co.kinney.tx.us/page/publicnotices","https://www.co.kinney.tx.us/","https://www.co.kinney.tx.us/page/calrss/1425/0/calendar.rss","https://www.county.org/content-library/maps/counties/kinney-county","2026-09-11T18:49:36.566670+00:00","Reviewed"
"48273","Kleberg","https://www.co.kleberg.tx.us/page/kleberg.Public.Notices","https://www.co.kleberg.tx.us/","https://newtools.cira.state.tx.us/page/calrss/21888/0/calendar.rss","https://www.county.org/content-library/maps/counties/kleberg-county","2026-09-11T18:49:39.001628+00:00","Reviewed"
"48275","Knox","https://www.knoxcountytexas.org/page/knox.public.notices","https://www.knoxcountytexas.org/","https://newtools.cira.state.tx.us/page/calrss/107847/0/calendar.rss","https://www.county.org/content-library/maps/counties/knox-county","2026-09-11T18:49:39.002588+00:00","Reviewed"
"48277","Lamar","https://www.lamarcountytx.gov/1242/Public-Notices-News","https://www.lamarcountytx.gov/","","https://www.county.org/content-library/maps/counties/lamar-county","2026-09-11T18:49:41.142106+00:00","Reviewed"
"48279","Lamb","https://www.co.lamb.tx.us/page/Proposed.Budgets","https://www.co.lamb.tx.us/","","https://www.county.org/content-library/maps/counties/lamb-county","2026-09-11T18:49:41.417457+00:00","Reviewed"
"48281","Lampasas","https://www.co.lampasas.tx.us/page/lampasas.PublicNotices","https://www.co.lampasas.tx.us/","https://newtools.cira.state.tx.us/page/calrss/29955/895/calendar.rss","https://www.county.org/content-library/maps/counties/lampasas-county","2026-09-11T18:49:41.701219+00:00","Reviewed"
"48283","La Salle","https://www.co.la-salle.tx.us/index.php/commissioners-court/public-notices","https://www.co.la-salle.tx.us/","","https://www.county.org/content-library/maps/counties/la-salle-county","2026-09-11T18:49:40.125931+00:00","Reviewed"
"48285","Lavaca","","https://www.co.lavaca.tx.us/","","https://www.county.org/content-library/maps/counties/lavaca-county","2026-09-11T18:49:42.095440+00:00","Reviewed"
"48287","Lee","https://www.co.lee.tx.us/page/lee.Public.Notices","https://www.co.lee.tx.us/","","https://www.county.org/content-library/maps/counties/lee-county","2026-09-11T18:49:42.773612+00:00","Reviewed"
"48289","Leon","https://www.co.leon.tx.us/page/leon.Public.Notices.Calendar","https://www.co.leon.tx.us/","https://newtools.cira.state.tx.us/page/calrss/31974/0/calendar.rss","https://www.county.org/content-library/maps/counties/leon-county","2026-09-11T18:49:43.201097+00:00","Reviewed"
"48291","Liberty","https://www.co.liberty.tx.us/page/liberty.PublicNotices","https://www.co.liberty.tx.us/","https://newtools.cira.state.tx.us/page/calrss/17359/0/calendar.rss","https://www.county.org/content-library/maps/counties/liberty-county","2026-09-11T18:49:43.627295+00:00","Reviewed"
"48293","Limestone","https://www.co.limestone.tx.us/page/limestone.Publicnotices","https://www.co.limestone.tx.us/","https://newtools.cira.state.tx.us/page/calrss/38084/0/calendar.rss","https://www.county.org/content-library/maps/counties/limestone-county","2026-09-11T18:49:44.988071+00:00","Reviewed"
"48295","Lipscomb","https://www.co.lipscomb.tx.us/page/lipscomb.Public.Notices","https://www.co.lipscomb.tx.us/","https://newtools.cira.state.tx.us/page/calrss/16003/0/calendar.rss","https://www.county.org/content-library/maps/counties/lipscomb-county","2026-09-11T18:49:45.563215+00:00","Reviewed"
"48297","Live Oak","https://www.co.live-oak.tx.us/page/liveoak.Public.Notices","https://www.co.live-oak.tx.us/","https://newtools.cira.state.tx.us/page/calrss/4098/0/calendar.rss","https://www.county.org/content-library/maps/counties/live-oak-county","2026-09-11T18:49:46.108704+00:00","Reviewed"
"48299","Llano","https://www.llanocounty.gov/page/Public.Notices","https://www.llanocounty.gov/","https://www.llanocounty.gov/page/calrss/1945/71/calendar.rss","https://www.county.org/content-library/maps/counties/llano-county","2026-09-11T18:49:46.677378+00:00","Reviewed"
"48301","Loving","https://www.co.loving.tx.us/page/loving.Public%20Notices","https://www.co.loving.tx.us/","https://newtools.cira.state.tx.us/page/calrss/62804/0/calendar.rss","https://www.county.org/content-library/maps/counties/loving-county","2026-09-11T18:49:47.302484+00:00","Reviewed"
"48303","Lubbock","https://www.lubbockcounty.gov/egov/apps/document/center.egov?view=browse&eGov_searchType=58&eGov_searchSubmit=Search","https://www.lubbockcounty.gov/","","https://www.county.org/content-library/maps/counties/lubbock-county","2026-09-11T18:49:47.872153+00:00","Reviewed"
"48305","Lynn","https://www.co.lynn.tx.us/page/lynn.Agenda.Minutes","https://www.co.lynn.tx.us/","","https://www.county.org/content-library/maps/counties/lynn-county","2026-09-11T18:49:48.905441+00:00","Reviewed"
"48307","McCulloch","https://www.co.mcculloch.tx.us/page/mcculloch.Public.Notices","https://www.co.mcculloch.tx.us/","https://newtools.cira.state.tx.us/page/calrss/168076/0/calendar.rss","https://www.county.org/content-library/maps/counties/mcculloch-county","2026-09-11T18:49:53.707661+00:00","Reviewed"
"48309","McLennan","","https://www.mclennan.gov/","","https://www.county.org/content-library/maps/counties/mclennan-county","2026-09-11T18:49:54.137501+00:00","Reviewed"
"48311","McMullen","","https://mcmullencounty.org/","","https://www.county.org/content-library/maps/counties/mcmullen-county","2026-09-11T18:49:54.470172+00:00","Reviewed"
"48313","Madison","https://www.co.madison.tx.us/page/madison.PublicNotices","https://www.co.madison.tx.us/","https://newtools.cira.state.tx.us/page/calrss/1796/0/calendar.rss","https://www.county.org/content-library/maps/counties/madison-county","2026-09-11T18:49:49.122699+00:00","Reviewed"
"48315","Marion","https://www.co.marion.tx.us/page/marion.Public.Notices","https://www.co.marion.tx.us/","https://newtools.cira.state.tx.us/page/calrss/4150/0/calendar.rss","https://www.county.org/content-library/maps/counties/marion-county","2026-09-11T18:49:51.040400+00:00","Reviewed"
"48317","Martin","","","","https://www.county.org/content-library/maps/counties/martin-county","2026-09-11T18:49:51.449322+00:00","Reviewed"
"48319","Mason","https://www.co.mason.tx.us/page/mason.Public.Notices","https://www.co.mason.tx.us/","https://newtools.cira.state.tx.us/page/calrss/1447/0/calendar.rss","https://www.county.org/content-library/maps/counties/mason-county","2026-09-11T18:49:51.603450+00:00","Reviewed"
"48321","Matagorda","https://www.matagordatx.gov/page/PublicNotices","https://www.matagordatx.gov/","","https://www.county.org/content-library/maps/counties/matagorda-county","2026-09-11T18:49:52.624412+00:00","Reviewed"
"48323","Maverick","","","","https://www.county.org/content-library/maps/counties/maverick-county","2026-09-11T18:49:52.838575+00:00","HTTPError: HTTP Error 404: Not Found"
"48325","Medina","","https://www.medinatx.gov/","","https://www.county.org/content-library/maps/counties/medina-county","2026-09-11T18:49:54.517450+00:00","Reviewed"
"48327","Menard","https://www.co.menard.tx.us/page/menard.Public.Notices","https://www.co.menard.tx.us/","https://newtools.cira.state.tx.us/page/calrss/1220/0/calendar.rss","https://www.county.org/content-library/maps/counties/menard-county","2026-09-11T18:49:55.217786+00:00","Reviewed"
"48329","Midland","","https://www.co.midland.tx.us/","","https://www.county.org/content-library/maps/counties/midland-county","2026-09-11T18:49:55.839791+00:00","Reviewed"
"48331","Milam","https://www.milamcounty.net/departments/public_notices_bid_proposals/public_notices.php","https://www.milamcounty.net/","","https://www.county.org/content-library/maps/counties/milam-county","2026-09-11T18:49:55.846147+00:00","Reviewed"
"48333","Mills","https://www.millscountytx.gov/page/Calendar-PublicNotices","https://www.millscountytx.gov/","https://www.millscountytx.gov/page/calrss/1995/0/calendar.rss","https://www.county.org/content-library/maps/counties/mills-county","2026-09-11T18:49:55.941034+00:00","Reviewed"
"48335","Mitchell","https://www.co.mitchell.tx.us/page/public.notices","https://www.co.mitchell.tx.us/","","https://www.county.org/content-library/maps/counties/mitchell-county","2026-09-11T18:49:56.831132+00:00","Reviewed"
"48337","Montague","https://www.co.montague.tx.us/page/montague.PublicNotices","https://www.co.montague.tx.us/","https://newtools.cira.state.tx.us/page/calrss/38464/0/calendar.rss","https://www.county.org/content-library/maps/counties/montague-county","2026-09-11T18:49:58.099117+00:00","Reviewed"
"48339","Montgomery","","https://www.mctx.org/","","https://www.county.org/content-library/maps/counties/montgomery-county","2026-09-11T18:49:58.529100+00:00","Reviewed"
"48341","Moore","https://www.co.moore.tx.us/page/moore.PublicNotices","https://www.co.moore.tx.us/","https://newtools.cira.state.tx.us/page/calrss/16233/0/calendar.rss","https://www.county.org/content-library/maps/counties/moore-county","2026-09-11T18:50:02.100235+00:00","Reviewed"
"48343","Morris","https://www.co.morris.tx.us/page/morris.PublicNotices","https://www.co.morris.tx.us/","https://newtools.cira.state.tx.us/page/calrss/28147/0/calendar.rss","https://www.county.org/content-library/maps/counties/morris-county","2026-09-11T18:50:06.345757+00:00","Reviewed"
"48345","Motley","https://www.co.motley.tx.us/page/motley.Public.Notices","https://www.co.motley.tx.us/","https://newtools.cira.state.tx.us/page/calrss/63046/0/calendar.rss","https://www.county.org/content-library/maps/counties/motley-county","2026-09-11T18:50:07.252664+00:00","Reviewed"
"48347","Nacogdoches","https://www.nacogdochesco.gov/167/Public-Notices","https://www.nacogdochesco.gov/","","https://www.county.org/content-library/maps/counties/nacogdoches-county","2026-09-11T18:50:13.964370+00:00","Reviewed"
"48349","Navarro","","https://www.co.navarro.tx.us/","","https://www.county.org/content-library/maps/counties/navarro-county","2026-09-11T18:50:16.962406+00:00","Reviewed"
"48351","Newton","https://www.co.newton.tx.us/page/newton.Public.Notices","https://www.co.newton.tx.us/","https://newtools.cira.state.tx.us/page/calrss/34413/0/calendar.rss","https://www.county.org/content-library/maps/counties/newton-county","2026-09-11T18:50:17.569423+00:00","Reviewed"
"48353","Nolan","https://www.co.nolan.tx.us/page/nolan.Public.Notices","https://www.co.nolan.tx.us/","https://newtools.cira.state.tx.us/page/calrss/1956/0/calendar.rss","https://www.county.org/content-library/maps/counties/nolan-county","2026-09-11T18:50:20.464432+00:00","Reviewed"
"48355","Nueces","","https://www.co.nueces.tx.us/","","https://www.county.org/content-library/maps/counties/nueces-county","2026-09-11T18:50:21.137986+00:00","HTTPError: HTTP Error 403: Forbidden"
"48357","Ochiltree","https://www.co.ochiltree.tx.us/page/ochiltree.Public.Notices","https://www.co.ochiltree.tx.us/","https://newtools.cira.state.tx.us/page/calrss/26308/0/calendar.rss","https://www.county.org/content-library/maps/counties/ochiltree-county","2026-09-11T18:50:23.818494+00:00","Reviewed"
"48359","Oldham","https://www.co.oldham.tx.us/page/Public.Notices","https://www.co.oldham.tx.us/","https://www.co.oldham.tx.us/page/calrss/1643/0/calendar.rss","https://www.county.org/content-library/maps/counties/oldham-county","2026-09-11T18:50:25.463866+00:00","Reviewed"
"48361","Orange","https://www.co.orange.tx.us/Public-Notices-News","https://www.co.orange.tx.us/","","https://www.county.org/content-library/maps/counties/orange-county","2026-09-11T18:50:27.133419+00:00","Reviewed"
"48363","Palo Pinto","https://www.co.palo-pinto.tx.us/page/PublicNotices","https://www.co.palo-pinto.tx.us/","","https://www.county.org/content-library/maps/counties/palo-pinto-county","2026-09-11T18:50:27.507516+00:00","Reviewed"
"48365","Panola","https://www.co.panola.tx.us/1224/Public-Notices","https://www.co.panola.tx.us/","","https://www.county.org/content-library/maps/counties/panola-county","2026-09-11T18:50:29.678648+00:00","Reviewed"
"48367","Parker","","https://www.parkercountytx.gov/","","https://www.county.org/content-library/maps/counties/parker-county","2026-09-11T18:50:30.033462+00:00","Reviewed"
"48369","Parmer","","https://parmercounty.org/","","https://www.county.org/content-library/maps/counties/parmer-county","2026-09-11T18:50:31.848850+00:00","HTTPError: HTTP Error 403: Forbidden"
"48371","Pecos","https://www.co.pecos.tx.us/category/notices-announcements/public-notices/","https://www.co.pecos.tx.us/","","https://www.county.org/content-library/maps/counties/pecos-county","2026-09-11T18:50:32.289851+00:00","Reviewed"
"48373","Polk","","","","https://www.county.org/content-library/maps/counties/polk-county","2026-09-11T18:50:33.073827+00:00","URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is n"
"48375","Potter","https://www.co.potter.tx.us/page/Court.Live","https://www.co.potter.tx.us/","","https://www.county.org/content-library/maps/counties/potter-county","2026-09-11T18:50:33.242420+00:00","Reviewed official override"
"48377","Presidio","https://www.co.presidio.tx.us/page/presidio.PastPublicPostings","https://www.co.presidio.tx.us/","","https://www.county.org/content-library/maps/counties/presidio-county","2026-09-11T18:50:33.929109+00:00","Reviewed"
"48379","Rains","https://www.co.rains.tx.us/page/rains.notices.county","https://www.co.rains.tx.us/","","https://www.county.org/content-library/maps/counties/rains-county","2026-09-11T18:50:34.047613+00:00","Reviewed"
"48381","Randall","https://www.randallcounty.gov/494/Public-Notices","https://www.randallcounty.gov/","","https://www.county.org/content-library/maps/counties/randall-county","2026-09-11T18:50:34.502238+00:00","Reviewed official override"
"48383","Reagan","","https://www.co.reagan.tx.us/","","https://www.county.org/content-library/maps/counties/reagan-county","2026-09-11T18:50:34.795926+00:00","Reviewed"
"48385","Real","https://www.co.real.tx.us/page/real.Public.Notices","https://www.co.real.tx.us/","https://newtools.cira.state.tx.us/page/calrss/2303/0/calendar.rss","https://www.county.org/content-library/maps/counties/real-county","2026-09-11T18:50:35.481486+00:00","Reviewed"
"48387","Red River","https://www.co.red-river.tx.us/page/redriver.Public.Notices","https://www.co.red-river.tx.us/","https://newtools.cira.state.tx.us/page/calrss/38024/0/calendar.rss","https://www.county.org/content-library/maps/counties/red-river-county","2026-09-11T18:50:35.534061+00:00","Reviewed"
"48389","Reeves","","https://www.reevescounty.org/","","https://www.county.org/content-library/maps/counties/reeves-county","2026-09-11T18:50:36.063341+00:00","HTTPError: HTTP Error 403: Forbidden"
"48391","Refugio","https://www.co.refugio.tx.us/page/refugio.PublicNotices","https://www.co.refugio.tx.us/","https://newtools.cira.state.tx.us/page/calrss/3608/0/calendar.rss","https://www.county.org/content-library/maps/counties/refugio-county","2026-09-11T18:50:37.434514+00:00","Reviewed"
"48393","Roberts","https://www.co.roberts.tx.us/page/roberts.Public.Notices","https://www.co.roberts.tx.us/","https://newtools.cira.state.tx.us/page/calrss/61064/0/calendar.rss","https://www.county.org/content-library/maps/counties/roberts-county","2026-09-11T18:50:37.580272+00:00","Reviewed"
"48395","Robertson","https://www.co.robertson.tx.us/page/robertson.Public.Notices.Calendar","https://www.co.robertson.tx.us/","https://newtools.cira.state.tx.us/page/calrss/20645/0/calendar.rss","https://www.county.org/content-library/maps/counties/robertson-county","2026-09-11T18:50:38.927870+00:00","Reviewed"
"48397","Rockwall","","https://www.rockwallcountytexas.com/","","https://www.county.org/content-library/maps/counties/rockwall-county","2026-09-11T18:50:43.039289+00:00","Reviewed"
"48399","Runnels","https://www.runnelscounty.org/page/runnels.Public.Notices","https://www.runnelscounty.org/","","https://www.county.org/content-library/maps/counties/runnels-county","2026-09-11T18:50:45.563535+00:00","Reviewed"
"48401","Rusk","https://www.ruskcountytx.gov/page/Public.Notices","https://www.ruskcountytx.gov/","https://www.ruskcountytx.gov/page/calrss/1208/0/calendar.rss","https://www.county.org/content-library/maps/counties/rusk-county","2026-09-11T18:50:48.683918+00:00","Reviewed"
"48403","Sabine","https://www.co.sabine.tx.us/page/sabine.PublicNotices","https://www.co.sabine.tx.us/","https://newtools.cira.state.tx.us/page/calrss/25400/0/calendar.rss","https://www.county.org/content-library/maps/counties/sabine-county","2026-09-11T18:50:49.586390+00:00","Reviewed"
"48405","San Augustine","https://www.co.san-augustine.tx.us/page/sanaugustine.PublicNotices","https://www.co.san-augustine.tx.us/","https://newtools.cira.state.tx.us/page/calrss/94896/0/calendar.rss","https://www.county.org/content-library/maps/counties/san-augustine-county","2026-09-11T18:50:54.684311+00:00","Reviewed"
"48407","San Jacinto","https://www.co.san-jacinto.tx.us/page/sanjacinto.County.News","https://www.co.san-jacinto.tx.us/","","https://www.county.org/content-library/maps/counties/san-jacinto-county","2026-09-11T18:50:57.184690+00:00","Reviewed"
"48409","San Patricio","","https://www.sanpatriciocountytx.gov/","","https://www.county.org/content-library/maps/counties/san-patricio-county","2026-09-11T18:51:07.424044+00:00","Reviewed"
"48411","San Saba","https://www.co.san-saba.tx.us/page/sansaba.Public.Notices","https://www.co.san-saba.tx.us/","https://newtools.cira.state.tx.us/page/calrss/20966/0/calendar.rss","https://www.county.org/content-library/maps/counties/san-saba-county","2026-09-11T18:51:12.790938+00:00","Reviewed"
"48413","Schleicher","https://www.schleichercounty.gov/page/Public.Notices","https://www.schleichercounty.gov/","","https://www.county.org/content-library/maps/counties/schleicher-county","2026-09-11T18:51:13.219415+00:00","Reviewed"
"48415","Scurry","https://www.co.scurry.tx.us/page/PublicNotices","https://www.co.scurry.tx.us/","","https://www.county.org/content-library/maps/counties/scurry-county","2026-09-11T18:51:16.839848+00:00","Reviewed"
"48417","Shackelford","https://www.shackelfordcounty.org/page/shackelford.Public.Notices.Calendar","https://www.shackelfordcounty.org/","https://newtools.cira.state.tx.us/page/calrss/42069/0/calendar.rss","https://www.county.org/content-library/maps/counties/shackelford-county","2026-09-11T18:51:17.006466+00:00","Reviewed"
"48419","Shelby","https://www.co.shelby.tx.us/page/shelby.Public.Notices","https://www.co.shelby.tx.us/","https://newtools.cira.state.tx.us/page/calrss/25407/0/calendar.rss","https://www.county.org/content-library/maps/counties/shelby-county","2026-09-11T18:51:24.165074+00:00","Reviewed"
"48421","Sherman","https://www.shermancountytx.gov/page/Public.Notices","https://www.shermancountytx.gov/","","https://www.county.org/content-library/maps/counties/sherman-county","2026-09-11T18:51:28.148861+00:00","Reviewed"
"48423","Smith","","https://www.smith-county.com/","","https://www.county.org/content-library/maps/counties/smith-county","2026-09-11T18:51:28.566243+00:00","Reviewed"
"48425","Somervell","https://www.somervell.co/233/Public-Notices","https://www.somervell.co/","","https://www.county.org/content-library/maps/counties/somervell-county","2026-09-11T18:51:30.800308+00:00","Reviewed"
"48427","Starr","https://www.co.starr.tx.us/page/Public.Notices","https://www.co.starr.tx.us/","https://www.co.starr.tx.us/page/calrss/1213/0/calendar.rss","https://www.county.org/content-library/maps/counties/starr-county","2026-09-11T18:51:32.232907+00:00","Reviewed"
"48429","Stephens","https://www.co.stephens.tx.us/page/stephens.Public.Notices","https://www.co.stephens.tx.us/","https://newtools.cira.state.tx.us/page/calrss/8183/0/calendar.rss","https://www.county.org/content-library/maps/counties/stephens-county","2026-09-11T18:51:35.481632+00:00","Reviewed"
"48431","Sterling","https://www.sterlingcotx.gov/page/PublicNotice%20-%20Calendar","https://www.sterlingcotx.gov/","https://www.sterlingcotx.gov/page/calrss/1303/0/calendar.rss","https://www.county.org/content-library/maps/counties/sterling-county","2026-09-11T18:51:37.052982+00:00","Reviewed"
"48433","Stonewall","https://www.stonewallcounty.org/page/stonewall.Public.Notices.Calendar","https://www.stonewallcounty.org/","https://newtools.cira.state.tx.us/page/calrss/55505/0/calendar.rss","https://www.county.org/content-library/maps/counties/stonewall-county","2026-09-11T18:51:38.703809+00:00","Reviewed"
"48435","Sutton","","https://www.co.sutton.tx.us/","","https://www.county.org/content-library/maps/counties/sutton-county","2026-09-11T18:51:40.020341+00:00","Reviewed"
"48437","Swisher","https://www.co.swisher.tx.us/page/swisher.Public.Notices","https://www.co.swisher.tx.us/","https://newtools.cira.state.tx.us/page/calrss/38939/0/calendar.rss","https://www.county.org/content-library/maps/counties/swisher-county","2026-09-11T18:51:40.180301+00:00","Reviewed"
"48439","Tarrant","https://www.tarrantcountytx.gov/en/county-clerk/administration/public-notices.html","https://www.tarrantcountytx.gov/en.html","","https://www.county.org/content-library/maps/counties/tarrant-county","2026-09-11T18:51:41.331188+00:00","Reviewed"
"48441","Taylor","https://www.taylorcounty.texas.gov/283/Public-Notices","https://www.taylorcounty.texas.gov/","","https://www.county.org/content-library/maps/counties/taylor-county","2026-09-11T18:51:41.871554+00:00","Reviewed"
"48443","Terrell","https://www.co.terrell.tx.us/page/terrell.Public.Notices","https://www.co.terrell.tx.us/","https://newtools.cira.state.tx.us/page/calrss/35343/0/calendar.rss","https://www.county.org/content-library/maps/counties/terrell-county","2026-09-11T18:51:42.004676+00:00","Reviewed"
"48445","Terry","https://www.co.terry.tx.us/page/terry.Public.Notices","https://www.co.terry.tx.us/","https://newtools.cira.state.tx.us/page/calrss/16350/0/calendar.rss","https://www.county.org/content-library/maps/counties/terry-county","2026-09-11T18:51:42.965181+00:00","Reviewed"
"48447","Throckmorton","https://www.throckmortoncounty.org/page/throckmorton.publicnotices","https://www.throckmortoncounty.org/","https://newtools.cira.state.tx.us/page/calrss/73978/0/calendar.rss","https://www.county.org/content-library/maps/counties/throckmorton-county","2026-09-11T18:51:43.705645+00:00","Reviewed"
"48449","Titus","","https://www.co.titus.tx.us/","","https://www.county.org/content-library/maps/counties/titus-county","2026-09-11T18:51:44.204617+00:00","Reviewed"
"48451","Tom Green","","https://www.tomgreencountytx.gov/","","https://www.county.org/content-library/maps/counties/tom-green-county","2026-09-11T18:51:46.072382+00:00","Reviewed"
"48453","Travis","","https://www.traviscountytx.gov/","","https://www.county.org/content-library/maps/counties/travis-county","2026-09-11T18:51:46.469985+00:00","Reviewed"
"48455","Trinity","https://www.co.trinity.tx.us/page/trinity.PublicNotices","https://www.co.trinity.tx.us/","","https://www.county.org/content-library/maps/counties/trinity-county","2026-09-11T18:51:46.590039+00:00","Reviewed"
"48457","Tyler","https://www.co.tyler.tx.us/page/tyler.Public.Notices.Calendar","https://www.co.tyler.tx.us/","https://newtools.cira.state.tx.us/page/calrss/10987/880/calendar.rss","https://www.county.org/content-library/maps/counties/tyler-county","2026-09-11T18:51:47.967421+00:00","Reviewed"
"48459","Upshur","https://www.countyofupshur.com/page/public_notices","https://www.countyofupshur.com/","","https://www.county.org/content-library/maps/counties/upshur-county","2026-09-11T18:51:48.606604+00:00","Reviewed"
"48461","Upton","","https://www.co.upton.tx.us/","","https://www.county.org/content-library/maps/counties/upton-county","2026-09-11T18:51:48.767798+00:00","Reviewed"
"48463","Uvalde","https://www.uvaldecounty.gov/uvalde-county-legal-notices","https://www.uvaldecounty.gov/","","https://www.county.org/content-library/maps/counties/uvalde-county","2026-09-11T18:51:57.369296+00:00","Reviewed"
"48465","Val Verde","https://valverdecounty.texas.gov/m/newsflash/home/detail/704","https://valverdecounty.texas.gov/","","https://www.county.org/content-library/maps/counties/val-verde-county","2026-09-11T18:51:57.488100+00:00","Reviewed"
"48467","Van Zandt","https://www.vanzandtcounty.org/page/vanzandt.Public.Notices","https://www.vanzandtcounty.org/","https://newtools.cira.state.tx.us/page/calrss/9022/0/calendar.rss","https://www.county.org/content-library/maps/counties/van-zandt-county","2026-09-11T18:51:57.761314+00:00","Reviewed"
"48469","Victoria","https://www.vctx.org/page/public.notices","https://www.vctx.org/","","https://www.county.org/content-library/maps/counties/victoria-county","2026-09-11T18:51:58.090732+00:00","Reviewed"
"48471","Walker","","https://www.co.walker.tx.us/","","https://www.county.org/content-library/maps/counties/walker-county","2026-09-11T18:52:00.374326+00:00","Reviewed"
"48473","Waller","https://www.co.waller.tx.us/page/WallerCountyNews","https://www.co.waller.tx.us/","","https://www.county.org/content-library/maps/counties/waller-county","2026-09-11T18:52:00.885590+00:00","Reviewed"
"48475","Ward","https://www.co.ward.tx.us/page/ward.Public.Notices.Calendar","https://www.co.ward.tx.us/","https://newtools.cira.state.tx.us/page/calrss/38381/0/calendar.rss","https://www.county.org/content-library/maps/counties/ward-county","2026-09-11T18:52:02.845611+00:00","Reviewed"
"48477","Washington","https://www.co.washington.tx.us/page/washington.PublicNotices","https://www.co.washington.tx.us/","https://newtools.cira.state.tx.us/page/calrss/3265/0/calendar.rss","https://www.county.org/content-library/maps/counties/washington-county","2026-09-11T18:52:04.299205+00:00","Reviewed"
"48479","Webb","","https://www.webbcountytx.gov/","","https://www.county.org/content-library/maps/counties/webb-county","2026-09-11T18:52:05.800074+00:00","Reviewed"
"48481","Wharton","https://www.co.wharton.tx.us/page/wharton.PublicNotices","https://www.co.wharton.tx.us/","https://newtools.cira.state.tx.us/page/calrss/36620/0/calendar.rss","https://www.county.org/content-library/maps/counties/wharton-county","2026-09-11T18:52:05.841598+00:00","Reviewed"
"48483","Wheeler","https://www.wheelercounty.texas.gov/page/PublicNotices","https://www.wheelercounty.texas.gov/","","https://www.county.org/content-library/maps/counties/wheeler-county","2026-09-11T18:52:07.481782+00:00","Reviewed"
"48485","Wichita","https://wichitacountytx.com/public-notices-public-notices/","https://wichitacountytx.com/","","https://www.county.org/content-library/maps/counties/wichita-county","2026-09-11T18:52:07.604996+00:00","Reviewed"
"48487","Wilbarger","https://www.co.wilbarger.tx.us/page/PublicNotices","https://www.co.wilbarger.tx.us/","https://www.co.wilbarger.tx.us/page/calrss/1370/0/calendar.rss","https://www.county.org/content-library/maps/counties/wilbarger-county","2026-09-11T18:52:09.262162+00:00","Reviewed"
"48489","Willacy","https://www.willacy.gov/page/willacy.Public.Notices","https://www.willacy.gov/","","https://www.county.org/content-library/maps/counties/willacy-county","2026-09-11T18:52:09.313628+00:00","Reviewed"
"48491","Williamson","","https://www.wilcotx.gov/","","https://www.county.org/content-library/maps/counties/williamson-county","2026-09-11T18:52:10.779371+00:00","Reviewed"
"48493","Wilson","https://www.co.wilson.tx.us/page/wilson.PublicNotices","https://www.co.wilson.tx.us/","","https://www.county.org/content-library/maps/counties/wilson-county","2026-09-11T18:52:11.041321+00:00","Reviewed"
"48495","Winkler","","https://www.co.winkler.tx.us/","","https://www.county.org/content-library/maps/counties/winkler-county","2026-09-11T18:52:11.469586+00:00","Reviewed"
"48497","Wise","","https://www.co.wise.tx.us/","","https://www.county.org/content-library/maps/counties/wise-county","2026-09-11T18:52:13.608547+00:00","Reviewed"
"48499","Wood","https://www.mywoodcounty.com/page/public_notice_main","https://www.mywoodcounty.com/","","https://www.county.org/content-library/maps/counties/wood-county","2026-09-11T18:52:13.707183+00:00","Reviewed"
"48501","Yoakum","https://www.yoakumcounty.gov/page/OtherPublicNotice","https://www.yoakumcounty.gov/","","https://www.county.org/content-library/maps/counties/yoakum-county","2026-09-11T18:52:14.111454+00:00","Reviewed"
"48503","Young","https://www.co.young.tx.us/page/young.PublicNotices","https://www.co.young.tx.us/","https://newtools.cira.state.tx.us/page/calrss/6394/0/calendar.rss","https://www.county.org/content-library/maps/counties/young-county","2026-09-11T18:52:14.449718+00:00","Reviewed"
"48505","Zapata","https://www.co.zapata.tx.us/page/zapata.Public.Notices","https://www.co.zapata.tx.us/","","https://www.county.org/content-library/maps/counties/zapata-county","2026-09-11T18:52:15.111204+00:00","Reviewed"
"48507","Zavala","https://www.co.zavala.tx.us/page/open/907/0/Zavala%20County%20Public%20Notice%20Tax%20Abatement%20Public%20Hearing.docx","https://www.co.zavala.tx.us/","","https://www.county.org/content-library/maps/counties/zavala-county","2026-09-11T18:52:22.909910+00:00","Reviewed"
